,latitude,longitude
2499,40.6794714285,-73.8445789589
2500,40.8866459728,-73.9099795296
2501,40.7463877215,-73.9903953807
2502,40.7532140142,-73.9928565582
2503,40.7435331747,-73.8554865777
2504,40.6882089205,-73.9895288629
2505,40.8817387255,-73.8636896613
2506,40.6329769552,-73.9943516391
2507,40.746731283,-73.8917269423
2508,40.6313261312,-73.9958738097
2509,40.7582388435,-73.975425694
2510,40.6606841318,-73.8851873413
2511,40.7557430623,-73.9677455816
2512,40.6826089453,-73.9630024884
2513,40.7413856924,-73.9544398279
2514,40.6476166229,-74.0076072065
2515,40.7382116417,-73.9928053341
2516,40.7917941171,-73.9736648357
2517,40.7180576594,-73.7380297311
2518,40.8422811712,-73.8849479755
2519,40.7742018936,-73.9635616587
2520,40.720907948,-73.8455992833
2521,40.7556340333,-73.9233174729
2522,40.6382037068,-74.0102277493
2523,40.7652972359,-73.9800788763
2524,40.6849138113,-73.8301331723
2525,40.6369752735,-73.9899910033
2526,40.7036840312,-73.8091348835
2527,40.6875869171,-73.8199802259
2528,40.6092108009,-73.9563766877
2529,40.7208912243,-73.9967315203
2530,40.7431942334,-73.8747306582
2531,40.8178628397,-73.9139247051
2532,40.8273792162,-73.9495495129
2533,40.5985395718,-73.9573564684
2534,40.6622493082,-73.9619354264
2535,40.7111809942,-73.9480215936
2536,40.7008201539,-73.901487755
2537,40.7488996613,-73.875683486
2538,40.6309648659,-73.9765361134
2539,40.7503433325,-73.8586564217
2540,40.7394188203,-73.9209337443
2541,40.8549290096,-73.9018920357
2542,40.7452368278,-73.9034982641
2543,40.6075103469,-73.9599960379
2544,40.8382905135,-73.8418403992
2545,40.6376931399,-74.0109494415
2546,40.7937430682,-73.969844168
2547,40.7745877665,-73.9132937843
2548,40.7344929869,-73.9920632994
2549,40.7413386802,-73.9830715711
2550,40.5785354568,-73.9575541846
2551,40.5878739992,-73.9546128799
2552,40.7044537467,-73.9584424814
2553,40.5968413966,-73.973927373
2554,40.6091040602,-73.9711570449
2555,40.6911357229,-73.9972713857
2556,40.762729649,-73.8036075984
2557,40.8294684754,-73.8255115782
2558,40.7076788723,-73.9433314634
2559,40.7259779648,-73.7906919102
2560,40.7629730439,-73.9661771999
2561,40.7456529322,-73.9435386725
2562,40.6019906356,-74.0027036478
2563,40.6253004869,-73.9274430117
2564,40.7189086428,-73.9999868307
2565,40.768816423,-73.9614247885
2566,40.779823443,-73.9565854883
2567,40.7431793771,-73.9876755212
2568,40.7232059076,-73.9881670558
2569,40.6881207994,-73.9881324552
2570,40.8630739723,-73.8928899687
2571,40.6135621625,-73.9811350938
2572,40.7759142964,-73.9837440691
2573,40.6102059251,-73.9557015656
2574,40.7600475357,-73.7314616447
2575,40.6341843609,-73.9662155047
2576,40.7461656336,-73.8249763022
2577,40.6984239007,-73.9379436837
2578,40.6357103402,-73.9505655797
2579,40.7508226967,-73.8735714769
2580,40.5994015192,-73.9611475762
2581,40.7280720992,-73.9934628309
2582,40.8254408133,-73.9509628435
2583,40.7425471899,-73.8544528599
2584,40.7112867634,-73.7699874958
2585,40.8203316833,-73.8183253916
2586,40.7755954482,-73.9094235717
2587,40.5872809961,-73.9600048603
2588,40.7467862168,-73.9793372691
2589,40.7448230866,-73.9836859462
2590,40.7437688198,-74.0034524985
2591,40.863080221,-73.8953523029
2592,40.6861891698,-73.825188144
2593,40.7606047795,-73.9722690805
2594,40.6308525798,-74.0090436118
2595,40.8298076268,-73.9477782537
2596,40.8721165327,-73.8778499315
2597,40.7489498019,-73.8913695918
2598,40.6159662646,-73.9932717307
2599,40.6927440658,-73.8561604909
2600,40.7155598727,-73.8332432298
2601,40.7265557,-73.8941339173
2602,40.7708958964,-73.9819588288
2603,40.7636580549,-73.9924138943
2604,40.7247146591,-73.8974207014
2605,40.6997073002,-73.9402321804
2606,40.7173016461,-73.740299167
2607,40.6607387525,-73.7389407004
2608,40.8630053793,-73.9030627397
2609,40.6800688348,-73.944698955
2610,40.6002606512,-73.9912304777
2611,40.7785786199,-73.9092316188
2612,40.747236242,-73.9768777379
2613,40.6221253501,-74.028994156
2614,40.7291082394,-73.9869161661
2615,40.7745927833,-73.9086209579
2616,40.6058963984,-73.9661020161
2617,40.7051940584,-74.0095776521
2618,40.7418989781,-73.874574355
2619,40.6516410782,-73.9311350213
2620,40.63685001,-73.97820293
2621,40.8078702356,-73.9197707884
2622,40.7633550035,-73.9622156945
2623,40.7792236301,-73.947517236
2624,40.6754572666,-73.9701877867
2625,40.7059763941,-74.0057104997
2626,40.716101631,-73.9914514386
2627,40.7458547817,-73.8896669728
2628,40.7268708473,-73.8645294374
2629,40.8874552963,-73.9070850626
2630,40.767388738,-73.9846766174
2631,40.6391598678,-73.9877219164
2632,40.8570838771,-73.9325610892
2633,40.7818488814,-73.9579839186
2634,40.7539702079,-73.8275993059
2635,40.6162677209,-74.0307860928
2636,40.7936335581,-73.9705537931
2637,40.6155510372,-73.9181574
2638,40.6432546306,-74.0121401095
2639,40.6130357151,-73.9817142352
2640,40.8084220563,-73.9472469605
2641,40.5854139599,-73.9525665227
2642,40.6136378193,-73.9809252924
2643,40.7271891999,-73.7870110521
2644,40.7506012792,-73.9916453697
2645,40.5802554926,-73.8374595809
2646,40.6735466391,-73.9825495802
2647,40.5753550501,-73.9781369214
2648,40.662762012,-73.9507739984
2649,40.6726942126,-73.9308223843
2650,40.7268997615,-73.853079116
2651,40.6112513016,-74.0090806821
2652,40.699842385,-73.8313059189
2653,40.7325703465,-73.99355087
2654,40.751131075,-73.8718671838
2655,40.7654419514,-73.8168785217
2656,40.8642790503,-73.8221098498
2657,40.725745522,-73.8504521182
2658,40.7235779062,-73.8202951042
2659,40.8467422449,-73.8327962948
2660,40.766503783,-73.9599171061
2661,40.6551288526,-73.8390735219
2662,40.6560231184,-73.9150734443
2663,40.7333303479,-73.9809867191
2664,40.7374972403,-73.9856662944
2665,40.707084397,-74.005090251
2666,40.8382294776,-73.835297617
2667,40.8355441354,-73.9440088617
2668,40.6928965962,-73.8565063418
2669,40.6391277304,-74.0164370655
2670,40.7816059655,-73.9806127551
2671,40.551246461,-74.1502913232
2672,40.8375252071,-73.8459676803
2673,40.8633410112,-73.8961577983
2674,40.8846854736,-73.8623333077
2675,40.5744979176,-73.9811132575
2676,40.7693659786,-73.9628719336
2677,40.6496352519,-73.9620672506
2678,40.7642977034,-73.9824779442
2679,40.7650831292,-73.913929251
2680,40.7093796502,-74.0061799069
2681,40.7385015478,-74.002332097
2682,40.85159449,-73.8303042468
2683,40.8442651911,-73.8886378254
2684,40.7643772928,-73.7709384648
2685,40.8542223147,-73.9024592108
2686,40.6517205924,-73.9589525262
2687,40.7432942936,-73.9370663958
2688,40.7139205731,-74.0121225996
2689,40.7103112992,-73.8502595182
2690,40.7078271849,-73.8309257664
2691,40.5416881511,-74.146387228
2692,40.7239615669,-73.8992251893
2693,40.8867776809,-73.9004726967
2694,40.7601194972,-73.8308304985
2695,40.728685059,-73.815056029
2696,40.6521880085,-73.9294707131
2697,40.699733988,-73.9091734147
2698,40.7553616136,-73.7689441455
2699,40.7090326136,-73.8044423244
2700,40.8795989526,-73.8810234837
2701,40.5872965349,-73.9536427702
2702,40.7540842966,-73.9703927208
2703,40.7449212978,-74.0026145707
2704,40.8649253846,-73.9192181954
2705,40.695766263,-73.8391201906
2706,40.5913589069,-73.9392319476
2707,40.6332319387,-73.9935898517
2708,40.8553267781,-73.8872674653
2709,40.7021446856,-73.806902981
2710,40.8112073939,-73.9505384876
2711,40.543727492,-74.1650255556
2712,40.7419849657,-73.917931522
2713,40.7449974868,-73.9871819617
2714,40.7558010169,-73.9805378779
2715,40.7987685489,-73.968994251
2716,40.7422856681,-73.9183984734
2717,40.8902767326,-73.8589655799
2718,40.7500013499,-73.8796700013
2719,40.7663059299,-73.9830311915
2720,40.7233344268,-73.9986431363
2721,40.7203056594,-73.9900341123
2722,40.745555106,-73.9854059553
2723,40.6942591364,-73.849429082
2724,40.736401065,-73.997404303
2725,40.8174125578,-73.9232445773
2726,40.7065675196,-74.0066790176
2727,40.8342178319,-73.8523950081
2728,40.8448060851,-73.8897327483
2729,40.8573822907,-73.8466013694
2730,40.6916600021,-73.9259812161
2731,40.6441647696,-74.000439001
2732,40.6178136398,-73.9623531103
2733,40.7237496794,-73.9982923802
2734,40.6906213335,-73.9954243859
2735,40.6885052704,-73.8181426649
2736,40.7010586888,-73.8319311475
2737,40.6748695779,-73.9816544288
2738,40.7614279315,-73.9174563118
2739,40.6803106687,-73.8601433089
2740,40.7262892562,-73.718299747
2741,40.6499396091,-73.9584905769
2742,40.7275999938,-74.0055824491
2743,40.6651643058,-73.9897551295
2744,40.5742407938,-74.1159405629
2745,40.8528168857,-73.8278806925
2746,40.7397054484,-74.007947688
2747,40.7325628989,-73.8495877635
2748,40.7659803915,-73.9198446121
2749,40.8818816929,-73.8809228734
2750,40.7521166982,-73.9296190602
2751,40.7661429925,-73.9570700413
2752,40.7632473148,-73.8278087028
2753,40.6922900502,-73.9268394047
2754,40.7703830321,-73.9190399348
2755,40.81747028,-73.9419133388
2756,40.7732698251,-73.9581780856
2757,40.6330900829,-73.9519822045
2758,40.6903191317,-73.9949614007
2759,40.7092089273,-74.0058429211
2760,40.7826868788,-73.9785382361
2761,40.7860475996,-73.9723734443
2762,40.7465270648,-73.8950855487
2763,40.740570387,-73.9793441504
2764,40.7759477761,-73.9622840511
2765,40.6821495289,-73.8367600538
2766,40.7476455326,-73.9865371253
2767,40.7549197254,-73.9782029318
2768,40.6286222797,-73.9996534259
2769,40.6046804221,-73.9700102193
2770,40.5973805947,-73.9690367083
2771,40.6435018457,-73.978320234
2772,40.7642183563,-73.9644939931
2773,40.7989848816,-73.9414349002
2774,40.6848436784,-73.8449250168
2775,40.5793592901,-73.9761001227
2776,40.8543410761,-73.8849031875
2777,40.8527521267,-73.8279808523
2778,40.8318245623,-73.8273526825
2779,40.6248277474,-73.9176937493
2780,40.6398903487,-74.0046147887
2781,40.676389124,-73.7409593038
2782,40.7553895545,-73.8878938969
2783,40.7574857034,-73.8679730283
2784,40.6318125446,-74.0277313467
2785,40.7369455749,-73.9928200218
2786,40.7433000077,-73.9244148661
2787,40.6503269806,-73.960960302
2788,40.7628836782,-73.77071393
2789,40.8438507618,-73.8307915802
2790,40.7197155147,-73.8437079536
2791,40.6798564344,-73.9747314852
2792,40.7484405974,-73.9787785311
2793,40.7589675468,-73.7683117068
2794,40.7457659299,-73.9460319814
2795,40.8768913577,-73.8471333038
2796,40.8093527099,-73.9631296491
2797,40.7468862185,-73.9816814975
2798,40.7755912504,-73.9805814914
2799,40.7499459389,-73.8613377965
2800,40.7633467533,-73.9884910948
2801,40.7047510414,-73.8097841449
2802,40.742781721,-73.9326229387
2803,40.8555905328,-73.8555686156
2804,40.7800768283,-73.8029687722
2805,40.6858740957,-73.8405764799
2806,40.8548346243,-73.8547779205
2807,40.5767437142,-73.9842731219
2808,40.7506423303,-73.8763283926
2809,40.7006554747,-73.8956481339
2810,40.7361409174,-74.0012419517
2811,40.6756176404,-73.949887896
2812,40.7601966065,-73.90724025
2813,40.8463077654,-73.8613119319
2814,40.7455905532,-73.9846348325
2815,40.781146845,-73.9817109076
2816,40.7076137054,-73.7967767987
2817,40.8093101882,-73.9516788483
2818,40.8608375073,-73.8924140567
2819,40.7904899432,-73.9730926652
2820,40.8446305424,-73.8887045477
2821,40.7341516829,-73.9912464156
2822,40.7494590583,-73.9828683595
2823,40.6852379062,-73.9802383119
2824,40.8495577671,-73.9341148003
2825,40.670638217,-73.9421405211
2826,40.7206103915,-73.8426950371
2827,40.9100012999,-73.9029293743
2828,40.7433882149,-73.9226849006
2829,40.746989986,-73.8837453449
2830,40.7613996211,-73.9248157825
2831,40.6879098615,-73.8196792363
2832,40.7750014846,-73.9479203906
2833,40.8239566697,-73.8917590886
2834,40.7510202633,-73.9416215867
2835,40.6380258637,-74.133417567
2836,40.7455651039,-73.9796969299
2837,40.7421096119,-73.9459942893
2838,40.809452097,-73.9225146354
2839,40.779952633,-73.9814263445
2840,40.7227292438,-73.81938356
2841,40.5418065236,-74.1629185737
2842,40.6124847909,-74.0340755862
2843,40.7770341747,-73.957487913
2844,40.7010147363,-73.9425388515
2845,40.63572606,-73.9623882562
2846,40.629958286,-74.1094278872
2847,40.7833446567,-73.9476241753
2848,40.818606804,-73.9278739771
2849,40.8832120538,-73.8631494516
2850,40.5995386649,-73.9903785442
2851,40.751258964,-73.8555880187
2852,40.7198057977,-73.8205552228
2853,40.7535520359,-73.9790867782
2854,40.6442744046,-74.0752594177
2855,40.7262484204,-73.9959827616
2856,40.8795981957,-73.9063004399
2857,40.7255212711,-73.7922531407
2858,40.8179371859,-73.9607865475
2859,40.7332849561,-73.9849236993
2860,40.7214297492,-73.9841654985
2861,40.7495983909,-73.9851376008
2862,40.6829612274,-73.9786385021
2863,40.6044562517,-73.9985069099
2864,40.6696368783,-73.985594035
2865,40.5964110533,-73.9764167337
2866,40.5423528094,-74.1634337008
2867,40.8545256097,-73.9068508516
2868,40.6277718381,-73.9656133972
2869,40.7407325249,-73.9982192214
2870,40.6550555652,-73.9598373044
2871,40.8656460275,-73.8663880279
2872,40.8885366798,-73.899041747
2873,40.6221935502,-74.0289114487
2874,40.7482514769,-73.9742565471
2875,40.8405664297,-73.8626526325
2876,40.8618449403,-73.8959939195
2877,40.5989682581,-73.9978183284
2878,40.7931310007,-73.9726973944
2879,40.7682114695,-73.9861925632
2880,40.6958660484,-73.9916185528
2881,40.7432749023,-73.9956333212
2882,40.7398567053,-73.9915036693
2883,40.630481775,-73.9185502564
2884,40.719165376,-73.9966759552
2885,40.8241854538,-73.9523043043
2886,40.5754428295,-73.9818434499
2887,40.619559945,-74.0277901829
2888,40.6185275741,-73.9558636196
2889,40.7582944999,-73.8041944055
2890,40.7616042718,-73.9247443827
2891,40.7008343035,-73.8934644741
2892,40.8653198035,-73.8687308491
2893,40.7283122468,-73.8150012038
2894,40.7513889985,-73.8711136811
2895,40.8441065171,-73.9142856908
2896,40.7207186109,-73.8554936517
2897,40.7363972072,-73.9814810101
2898,40.6182114348,-73.9576427415
2899,40.75596279,-73.8283944874
2900,40.7951652922,-73.9657217302
2901,40.6345616666,-74.0264403133
2902,40.5932168127,-73.9609310738
2903,40.7454637657,-73.8839810219
2904,40.630925343,-73.9773080474
2905,40.7047495438,-73.8051918791
2906,40.6718279531,-73.8435036141
2907,40.7446820504,-73.978735747
2908,40.6259350019,-74.0301442858
2909,40.6123186615,-73.9787353311
2910,40.7584448003,-73.9890485179
2911,40.6002322759,-73.9456555218
2912,40.5774602118,-73.9633172426
2913,40.8252024903,-73.8207589702
2914,40.7099955787,-73.7956778694
2915,40.7515455359,-73.9414588292
2916,40.8604921544,-73.8967210625
2917,40.9079641623,-73.9036880938
2918,40.6998120775,-73.9393833412
2919,40.5968972495,-73.9745084875
2920,40.8595471896,-73.8870703218
2921,40.657727671,-73.9602571471
2922,40.8812449638,-73.8790395797
2923,40.7510282489,-73.9926659936
2924,40.676528577,-73.9723903292
2925,40.6524317157,-73.9593174006
2926,40.7274419678,-73.893035563
2927,40.7577987047,-73.8643218155
2928,40.7455705182,-73.8892322154
2929,40.7501698178,-73.9848133107
2930,40.7403209082,-73.9941758875
2931,40.7500664037,-73.9785751142
2932,40.7033583876,-74.0120890535
2933,40.7599542273,-73.9826787638
2934,40.6050949588,-73.7519280054
2935,40.8284720516,-73.8772966816
2936,40.5977252082,-73.9872997808
2937,40.7672035734,-73.9204266402
2938,40.731873947,-73.8672351841
2939,40.7132899952,-73.7361424736
2940,40.7560984755,-73.9646784579
2941,40.7499417853,-73.9784973622
2942,40.8094042311,-73.9491319951
2943,40.6209907192,-74.027095288
2944,40.7528350582,-73.98346573
2945,40.7714177787,-73.9595305634
2946,40.6820492086,-73.9935692787
2947,40.6746698643,-73.963372499
2948,40.7431964125,-73.9210143815
2949,40.7376173444,-73.9898087348
2950,40.7374018226,-73.9890744798
2951,40.7636591589,-73.9678246488
2952,40.6776165417,-73.7451376031
2953,40.8830622784,-73.8808171961
2954,40.6823067515,-73.976564385
2955,40.7406673598,-73.9903376276
2956,40.7444860753,-73.9152766588
2957,40.6704849712,-73.9304454154
2958,40.7703292235,-73.9823147309
2959,40.6925351551,-73.8596189691
2960,40.7515147829,-73.863592454
2961,40.7513831693,-73.9838659105
2962,40.641262963,-73.9565105972
2963,40.7492880571,-73.9904315533
2964,40.6982589869,-73.8064539689
2965,40.7569860144,-73.8727297753
2966,40.7765813695,-73.9576074796
2967,40.7215320564,-73.8479065279
2968,40.7085759255,-73.8310013426
2969,40.8080622509,-73.946394591
2970,40.8544855809,-73.930076548
2971,40.8367789601,-73.8340238178
2972,40.8580388663,-73.8841558033
2973,40.856650953,-73.8686852452
2974,40.7206341247,-74.0001573326
2975,40.7390854623,-73.9932922664
2976,40.7435653563,-73.8882521235
2977,40.7376111603,-73.9923368778
2978,40.8509578767,-73.9371845343
2979,40.7412144857,-73.9218575469
2980,40.7251698066,-73.9842831124
2981,40.8810966774,-73.9038281045
2982,40.6396621024,-73.9070439267
2983,40.7339001357,-73.8727434039
2984,40.7521465468,-73.8267305798
2985,40.7755672688,-73.9581080828
2986,40.6489244455,-74.0102221523
2987,40.7631404647,-73.9676217948
2988,40.7541904339,-73.9955802626
2989,40.5721533815,-74.1130273003
2990,40.7580572409,-73.9915250659
2991,40.8335315056,-73.8283909781
2992,40.767026571,-73.9597841082
2993,40.7138573137,-73.9934450115
2994,40.720872501,-73.9984589101
2995,40.761918563,-73.9756324149
2996,40.8908872327,-73.8982116094
2997,40.7553658529,-73.9652158019
2998,40.6801668189,-73.8415658031
2999,40.598513617,-73.9587104933
3000,40.7077378117,-73.7974237227
3001,40.8509735515,-73.932040223
3002,40.7318403506,-73.9546206531
3003,40.7592156313,-73.7688707325
3004,40.7297069905,-73.9541172768
3005,40.685783595,-73.828758307
3006,40.6871677026,-73.8360274515
3007,40.6760923481,-73.8183812666
3008,40.7781188504,-73.9855625415
3009,40.7426601771,-74.0005487296
3010,40.5768450714,-73.9594374877
3011,40.8654392364,-73.8628750856
3012,40.6819322965,-73.9762329792
3013,40.768921581,-73.9676345039
3014,40.6129959525,-73.9964709251
3015,40.6171658143,-74.0298423786
3016,40.687459755,-73.9864298395
3017,40.6931482193,-73.8531345942
3018,40.7403819108,-74.0062628176
3019,40.5774225452,-73.9605596923
3020,40.7609700628,-73.9650792471
3021,40.8479805403,-73.8567366607
3022,40.7582769514,-73.9903019211
3023,40.5964274962,-73.9803482639
3024,40.7011377541,-73.8898590325
3025,40.7449421272,-73.9782186153
3026,40.7354960719,-73.9552221718
3027,40.7454602437,-73.9565720291
3028,40.6692917546,-73.9584034525
3029,40.6239223594,-74.0277776242
3030,40.8001418361,-73.9454374114
3031,40.8786964605,-73.872888374
3032,40.5772559731,-73.9643301164
3033,40.83803384,-73.9421856572
3034,40.6892197182,-73.9217528801
3035,40.7276604227,-74.003614316
3036,40.7644466644,-73.7873501669
3037,40.7611080485,-73.99796584
3038,40.7461585493,-73.9909213592
3039,40.7306127906,-73.864856186
3040,40.6841530111,-73.9949609912
3041,40.6069444501,-73.9727477759
3042,40.677145553,-73.8440516178
3043,40.6766661753,-73.9638770768
3044,40.6235244119,-73.9269759255
3045,40.727678855,-73.9856047441
3046,40.7673688238,-73.9561723218
3047,40.7546433694,-73.970014302
3048,40.6834818559,-73.8336250235
3049,40.8652516083,-73.8226097207
3050,40.642112403,-74.0130005362
3051,40.7265873442,-73.8541183417
3052,40.9037112276,-73.8507893305
3053,40.7530383803,-73.9836905857
3054,40.8128112365,-73.9556275302
3055,40.7017189733,-73.8841681708
3056,40.7016600977,-73.9230646875
3057,40.7521737624,-73.991246964
3058,40.7549829367,-73.9366295415
3059,40.6699983768,-73.9082356731
3060,40.8533770026,-73.9078876616
3061,40.7697052296,-73.9517884367
3062,40.7400733896,-73.8154590348
3063,40.7497026829,-73.8824585686
3064,40.6211950048,-73.9882053731
3065,40.7644599881,-73.9852939921
3066,40.638610637,-73.9882918056
3067,40.6726518429,-73.9768794428
3068,40.7590437052,-73.968825007
3069,40.9051858465,-73.8971341906
3070,40.7001420857,-73.9115374942
3071,40.7651632796,-73.9655531753
3072,40.6383148487,-74.0783541085
3073,40.596209902,-73.9796446475
3074,40.7487741119,-73.9799098743
3075,40.8331208243,-73.9453549898
3076,40.6350165646,-74.1066558927
3077,40.7635159802,-73.7714149666
3078,40.6172903207,-73.9447894028
3079,40.7677781027,-73.9231440517
3080,40.8504370284,-73.9364050074
3081,40.766661018,-73.9217071279
3082,40.8535998716,-73.8885182893
3083,40.6937619368,-73.9637589547
3084,40.6204582775,-74.0078264209
3085,40.6842547103,-73.8698776844
3086,40.8688189103,-73.8962090284
3087,40.7614847459,-73.9724174515
3088,40.7223471306,-73.9018211709
3089,40.6805633533,-73.9517195654
3090,40.7457071721,-73.9016949314
3091,40.7005015091,-73.912724244
3092,40.8609071596,-73.9022051545
3093,40.8362354952,-73.8611570885
3094,40.6902798222,-73.9818080141
3095,40.7472184155,-73.9418700995
3096,40.6938929589,-73.8526119121
3097,40.7219876501,-73.8476218813
3098,40.683032708,-73.8345202135
3099,40.617034632,-73.9927718331
3100,40.7537276469,-73.9921991271
3101,40.8476821777,-73.9347991801
3102,40.7537833786,-73.9718670103
3103,40.7492086347,-73.8704475909
3104,40.613771909,-73.9957040026
3105,40.610799701,-73.954225983
3106,40.6220877245,-73.935953661
3107,40.7482984252,-73.8687823822
3108,40.6186003164,-73.9582801008
3109,40.7604992064,-73.9844990677
3110,40.625143342,-74.0304657852
3111,40.7436369312,-73.9865979081
3112,40.7579956622,-73.9738591859
3113,40.6353401382,-73.9952744836
3114,40.6187234384,-73.9315222329
3115,40.6706975961,-73.9851397981
3116,40.6389789631,-73.9942198562
3117,40.7312142693,-73.9937462264
3118,40.7876900579,-73.8143478678
3119,40.6062530506,-74.0011543182
3120,40.7088205961,-73.7970988791
3121,40.7829870427,-73.9510839305
3122,40.6914805657,-73.8121029639
3123,40.7487089361,-73.8743097774
3124,40.7609986432,-73.9709682112
3125,40.7525181376,-73.9961887126
3126,40.8591038934,-73.906185669
3127,40.5785562176,-73.9586235235
3128,40.7139257212,-73.9946136767
3129,40.6613920485,-73.9799250744
3130,40.8858871473,-73.9099863937
3131,40.7232644137,-73.9856698409
3132,40.6463084834,-73.9802150066
3133,40.7500344468,-73.8810577038
3134,40.7611769127,-73.9303214296
3135,40.7671197217,-73.9864384928
3136,40.5960686152,-73.9809460568
3137,40.7493687778,-73.995376511
3138,40.5766950299,-73.9652786374
3139,40.6291107888,-73.9991078058
3140,40.6361591089,-73.8988011884
3141,40.7437869037,-73.9853083209
3142,40.8533846806,-73.9308804092
3143,40.6653182983,-73.9829999129
3144,40.7634429637,-73.8063430049
3145,40.7755673922,-73.9115249698
3146,40.7053971576,-73.8031268155
3147,40.7012312329,-73.8898987911
3148,40.6926566982,-73.8167077355
3149,40.6438636365,-73.9774423407
3150,40.7854657334,-73.9765153094
3151,40.6652522159,-73.9370823163
3152,40.8545945206,-73.8864820456
3153,40.7917751762,-73.9719074874
3154,40.6367500269,-74.0084714494
3155,40.8291766654,-73.8765104788
3156,40.7442801281,-73.9766483059
3157,40.690966577,-73.7788356584
3158,40.7638182128,-73.9818436267
3159,40.7567399949,-73.9749934377
3160,40.7553549031,-73.9831190197
3161,40.8806906643,-73.8837388377
3162,40.7215706701,-73.9999463025
3163,40.8532839374,-73.8678494306
3164,40.6925812877,-73.9273466087
3165,40.6430473201,-73.9783403302
3166,40.7451250973,-73.9865629786
3167,40.7563908709,-73.9232209901
3168,40.6835738452,-73.8726219028
3169,40.6246305568,-73.9640724722
3170,40.5762969842,-73.9671447595
3171,40.8853400385,-73.8619698202
3172,40.6257178924,-73.9279814454
3173,40.6746863451,-73.9761686392
3174,40.733192155,-73.9929432284
3175,40.687382363,-73.821396529
3176,40.7463598614,-73.9949887679
3177,40.7167936024,-73.9955863048
3178,40.7442214408,-73.9327722583
3179,40.7639059978,-73.9881444034
3180,40.8168609934,-73.919469902
3181,40.717228798,-73.9916134058
3182,40.703047877,-73.9421213756
3183,40.7463010243,-73.9833476134
3184,40.7293082757,-73.8608350814
3185,40.8788626702,-73.8738619836
3186,40.7412709146,-74.0071620529
3187,40.6352340686,-73.9142153566
3188,40.7540578024,-73.9993874383
3189,40.7671402718,-73.968705415
3190,40.6754917247,-73.8111751842
3191,40.7495055722,-73.8978809285
3192,40.7203991286,-73.8412312154
3193,40.7595760595,-73.7685406016
3194,40.7462643164,-73.9890082441
3195,40.8616327787,-73.8973010924
3196,40.7639281838,-73.9617962862
3197,40.784088864,-73.9567065568
3198,40.6806432212,-73.9676761964
3199,40.7311800405,-73.9900114954
3200,40.7190356565,-73.9847913713
3201,40.8357313549,-73.8603448905
3202,40.8354192162,-73.9443643723
3203,40.7949741305,-73.9420483016
3204,40.7332301711,-73.9988126133
3205,40.7568464016,-73.9810778427
3206,40.6881961422,-73.8319605775
3207,40.758949211,-73.9741571811
3208,40.7183967375,-73.7362888255
3209,40.7580208883,-73.9799877018
3210,40.663950259,-73.9901160104
3211,40.6789424193,-73.8646416941
3212,40.777220964,-73.981912115
3213,40.7758275447,-73.9800733048
3214,40.7487769125,-73.9728222772
3215,40.7470619087,-73.9873119251
3216,40.6199985893,-74.0076443984
3217,40.7415071987,-73.9200345792
3218,40.8285337867,-73.8239124692
3219,40.7699277848,-73.9671450642
3220,40.7683478278,-73.9636169861
3221,40.8521520064,-73.8526856923
3222,40.9061790608,-73.9041722844
3223,40.6788969841,-73.9786968039
3224,40.6335051693,-73.9952286701
3225,40.7649873066,-73.9914447151
3226,40.6000150306,-73.9438412375
3227,40.7449512576,-73.9830381579
3228,40.7791510648,-73.9806878476
3229,40.7185558527,-73.8405395558
3230,40.7670827373,-73.7901452948
3231,40.8618405791,-73.8961487321
3232,40.8478347365,-73.934438679
3233,40.6175839804,-73.963335025
3234,40.741077543,-73.8811693449
3235,40.8429834231,-73.938743047
3236,40.634169752,-74.1358963682
3237,40.7600405753,-73.9211214853
3238,40.6413300325,-74.0035896694
3239,40.6933530474,-73.9916735858
3240,40.8894012307,-73.9000815635
3241,40.7409011206,-73.9973783746
3242,40.7273730143,-73.8541171391
3243,40.7497373685,-73.8987895022
3244,40.8094202939,-73.9482091219
3245,40.6886735584,-73.9854669465
3246,40.7497523964,-73.863247855
3247,40.858727128,-73.9314599392
3248,40.7667708308,-73.9204436418
3249,40.6166037193,-73.9928439126
3250,40.6588908992,-73.7721712189
3251,40.7331464698,-74.0004078269
3252,40.7727900738,-73.9648115505
3253,40.7312771434,-73.8611496592
3254,40.7563234178,-73.9210602352
3255,40.6423565636,-73.92679061
3256,40.7571489858,-73.9052125238
3257,40.8871836026,-73.9018825755
3258,40.7186874176,-73.9568789903
3259,40.8638195,-73.9255900908
3260,40.8619342934,-73.8985253258
3261,40.716498909,-73.9965447932
3262,40.7197133475,-73.9961675789
3263,40.7177612407,-73.9997521092
3264,40.7576589766,-73.8293170472
3265,40.7044882462,-73.9430339342
3266,40.7011877541,-73.889278899
3267,40.7014134527,-73.805411598
3268,40.7318997139,-73.9836853162
3269,40.7437439704,-73.9229351997
3270,40.6876532717,-73.8212291766
3271,40.6136855089,-73.9271548449
3272,40.7467203162,-73.8600110791
3273,40.6414174918,-74.0032871985
3274,40.616764535,-73.9305746681
3275,40.6391663321,-74.0058361308
3276,40.8734376765,-73.8788961463
3277,40.752585498,-73.994198677
3278,40.722766563,-73.8465802475
3279,40.7489613045,-73.8923078864
3280,40.7319240434,-74.0028758332
3281,40.8497060079,-73.933573081
3282,40.7186587686,-73.999237775
3283,40.743937869,-73.924668632
3284,40.732222207,-73.9878149241
